gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,costat,mkvaltq
013721,20190331,2019,1,INDL,C,D,STD,ZTS,USD,2019Q1,2019Q1,A,48223.5474
013721,20190630,2019,2,INDL,C,D,STD,ZTS,USD,2019Q2,2019Q2,A,54227.9053
013721,20190930,2019,3,INDL,C,D,STD,ZTS,USD,2019Q3,2019Q3,A,59397.7841
013721,20191231,2019,4,INDL,C,D,STD,ZTS,USD,2019Q4,2019Q4,A,62936.1308
013721,20200331,2020,1,INDL,C,D,STD,ZTS,USD,2020Q1,2020Q1,A,55886.8619
013721,20200630,2020,2,INDL,C,D,STD,ZTS,USD,2020Q2,2020Q2,A,65093.8630
013721,20200930,2020,3,INDL,C,D,STD,ZTS,USD,2020Q3,2020Q3,A,78590.9349
013988,20100331,2010,1,INDL,C,D,STD,SCHW,USD,2010Q1,2010Q1,A,22300.3660
013988,20100630,2010,2,INDL,C,D,STD,SCHW,USD,2010Q2,2010Q2,A,16927.0630
013988,20100930,2010,3,INDL,C,D,STD,SCHW,USD,2010Q3,2010Q3,A,16606.9833
013988,20101231,2010,4,INDL,C,D,STD,SCHW,USD,2010Q4,2010Q4,A,20572.7560
013988,20110331,2011,1,INDL,C,D,STD,SCHW,USD,2011Q1,2011Q1,A,21739.2218
013988,20110630,2011,2,INDL,C,D,STD,SCHW,USD,2011Q2,2011Q2,A,19886.7505
013988,20110930,2011,3,INDL,C,D,STD,SCHW,USD,2011Q3,2011Q3,A,14307.6933
013988,20111231,2011,4,INDL,C,D,STD,SCHW,USD,2011Q4,2011Q4,A,14313.3066
013988,20120331,2012,1,INDL,C,D,STD,SCHW,USD,2012Q1,2012Q1,A,18292.2771
013988,20120630,2012,2,INDL,C,D,STD,SCHW,USD,2012Q2,2012Q2,A,16473.4536
013988,20120930,2012,3,INDL,C,D,STD,SCHW,USD,2012Q3,2012Q3,A,16300.7344
013988,20121231,2012,4,INDL,C,D,STD,SCHW,USD,2012Q4,2012Q4,A,18345.3164
013988,20130331,2013,1,INDL,C,D,STD,SCHW,USD,2013Q1,2013Q1,A,22640.3519
013988,20130630,2013,2,INDL,C,D,STD,SCHW,USD,2013Q2,2013Q2,A,27259.2775
013988,20130930,2013,3,INDL,C,D,STD,SCHW,USD,2013Q3,2013Q3,A,27222.3797
013988,20131231,2013,4,INDL,C,D,STD,SCHW,USD,2013Q4,2013Q4,A,33719.0360
013988,20140331,2014,1,INDL,C,D,STD,SCHW,USD,2014Q1,2014Q1,A,35553.4604
013988,20140630,2014,2,INDL,C,D,STD,SCHW,USD,2014Q2,2014Q2,A,35070.4543
013988,20140930,2014,3,INDL,C,D,STD,SCHW,USD,2014Q3,2014Q3,A,38370.1145
013988,20141231,2014,4,INDL,C,D,STD,SCHW,USD,2014Q4,2014Q4,A,39570.6972
013988,20150331,2015,1,INDL,C,D,STD,SCHW,USD,2015Q1,2015Q1,A,39972.1642
013988,20150630,2015,2,INDL,C,D,STD,SCHW,USD,2015Q2,2015Q2,A,42936.7090
013988,20150930,2015,3,INDL,C,D,STD,SCHW,USD,2015Q3,2015Q3,A,37596.0127
013988,20151231,2015,4,INDL,C,D,STD,SCHW,USD,2015Q4,2015Q4,A,43478.7303
013988,20160331,2016,1,INDL,C,D,STD,SCHW,USD,2016Q1,2016Q1,A,37027.3372
013988,20160630,2016,2,INDL,C,D,STD,SCHW,USD,2016Q2,2016Q2,A,33481.9156
013988,20160930,2016,3,INDL,C,D,STD,SCHW,USD,2016Q3,2016Q3,A,41799.5008
013988,20161231,2016,4,INDL,C,D,STD,SCHW,USD,2016Q4,2016Q4,A,52603.6425
013988,20170331,2017,1,INDL,C,D,STD,SCHW,USD,2017Q1,2017Q1,A,54557.1342
013988,20170630,2017,2,INDL,C,D,STD,SCHW,USD,2017Q2,2017Q2,A,57489.2438
013988,20170930,2017,3,INDL,C,D,STD,SCHW,USD,2017Q3,2017Q3,A,58612.9122
013988,20171231,2017,4,INDL,C,D,STD,SCHW,USD,2017Q4,2017Q4,A,69109.7562
013988,20180331,2018,1,INDL,C,D,STD,SCHW,USD,2018Q1,2018Q1,A,70403.8917
013988,20180630,2018,2,INDL,C,D,STD,SCHW,USD,2018Q2,2018Q2,A,69034.8225
013988,20180930,2018,3,INDL,C,D,STD,SCHW,USD,2018Q3,2018Q3,A,66437.8736
013988,20181231,2018,4,INDL,C,D,STD,SCHW,USD,2018Q4,2018Q4,A,55335.6933
013988,20190331,2019,1,INDL,C,D,STD,SCHW,USD,2019Q1,2019Q1,A,57058.9868
013988,20190630,2019,2,INDL,C,D,STD,SCHW,USD,2019Q2,2019Q2,A,52588.7758
013988,20190930,2019,3,INDL,C,D,STD,SCHW,USD,2019Q3,2019Q3,A,53915.9837
013988,20191231,2019,4,INDL,C,D,STD,SCHW,USD,2019Q4,2019Q4,A,61149.0810
013988,20200331,2020,1,INDL,C,D,STD,SCHW,USD,2020Q1,2020Q1,A,43279.7320
013988,20200630,2020,2,INDL,C,D,STD,SCHW,USD,2020Q2,2020Q2,A,43473.4839
013988,20200930,2020,3,INDL,C,D,STD,SCHW,USD,2020Q3,2020Q3,A,46715.6866
014225,20100331,2010,1,INDL,C,D,STD,FAST,USD,2010Q1,2010Q1,A,7075.2137
014225,20100630,2010,2,INDL,C,D,STD,FAST,USD,2010Q2,2010Q2,A,7399.5619
014225,20100930,2010,3,INDL,C,D,STD,FAST,USD,2010Q3,2010Q3,A,7841.8549
014225,20101231,2010,4,INDL,C,D,STD,FAST,USD,2010Q4,2010Q4,A,8832.5912
014225,20110331,2011,1,INDL,C,D,STD,FAST,USD,2011Q1,2011Q1,A,9557.9517
014225,20110630,2011,2,INDL,C,D,STD,FAST,USD,2011Q2,2011Q2,A,10620.6130
014225,20110930,2011,3,INDL,C,D,STD,FAST,USD,2011Q3,2011Q3,A,9824.3891
014225,20111231,2011,4,INDL,C,D,STD,FAST,USD,2011Q4,2011Q4,A,12876.2450
014225,20120331,2012,1,INDL,C,D,STD,FAST,USD,2012Q1,2012Q1,A,16017.4411
014225,20120630,2012,2,INDL,C,D,STD,FAST,USD,2012Q2,2012Q2,A,11937.8468
014225,20120930,2012,3,INDL,C,D,STD,FAST,USD,2012Q3,2012Q3,A,12738.2809
014225,20121231,2012,4,INDL,C,D,STD,FAST,USD,2012Q4,2012Q4,A,13834.7106
014225,20130331,2013,1,INDL,C,D,STD,FAST,USD,2013Q1,2013Q1,A,15228.8924
014225,20130630,2013,2,INDL,C,D,STD,FAST,USD,2013Q2,2013Q2,A,13593.2194
014225,20130930,2013,3,INDL,C,D,STD,FAST,USD,2013Q3,2013Q3,A,14917.2203
014225,20131231,2013,4,INDL,C,D,STD,FAST,USD,2013Q4,2013Q4,A,14098.7825
014225,20140331,2014,1,INDL,C,D,STD,FAST,USD,2014Q1,2014Q1,A,14623.5632
014225,20140630,2014,2,INDL,C,D,STD,FAST,USD,2014Q2,2014Q2,A,14686.8504
014225,20140930,2014,3,INDL,C,D,STD,FAST,USD,2014Q3,2014Q3,A,13310.2009
014225,20141231,2014,4,INDL,C,D,STD,FAST,USD,2014Q4,2014Q4,A,14071.4821
014225,20150331,2015,1,INDL,C,D,STD,FAST,USD,2015Q1,2015Q1,A,12180.0254
014225,20150630,2015,2,INDL,C,D,STD,FAST,USD,2015Q2,2015Q2,A,12238.4848
014225,20150930,2015,3,INDL,C,D,STD,FAST,USD,2015Q3,2015Q3,A,10604.2329
014225,20151231,2015,4,INDL,C,D,STD,FAST,USD,2015Q4,2015Q4,A,11820.7372
014225,20160331,2016,1,INDL,C,D,STD,FAST,USD,2016Q1,2016Q1,A,14154.7770
014225,20160630,2016,2,INDL,C,D,STD,FAST,USD,2016Q2,2016Q2,A,12826.3129
014225,20160930,2016,3,INDL,C,D,STD,FAST,USD,2016Q3,2016Q3,A,12075.4645
014225,20161231,2016,4,INDL,C,D,STD,FAST,USD,2016Q4,2016Q4,A,13584.8308
014225,20170331,2017,1,INDL,C,D,STD,FAST,USD,2017Q1,2017Q1,A,14897.0960
014225,20170630,2017,2,INDL,C,D,STD,FAST,USD,2017Q2,2017Q2,A,12535.6823
014225,20170930,2017,3,INDL,C,D,STD,FAST,USD,2017Q3,2017Q3,A,13098.9171
014225,20171231,2017,4,INDL,C,D,STD,FAST,USD,2017Q4,2017Q4,A,15728.4065
014225,20180331,2018,1,INDL,C,D,STD,FAST,USD,2018Q1,2018Q1,A,15704.8333
014225,20180630,2018,2,INDL,C,D,STD,FAST,USD,2018Q2,2018Q2,A,13810.8554
014225,20180930,2018,3,INDL,C,D,STD,FAST,USD,2018Q3,2018Q3,A,16655.0471
014225,20181231,2018,4,INDL,C,D,STD,FAST,USD,2018Q4,2018Q4,A,14949.8156
014225,20190331,2019,1,INDL,C,D,STD,FAST,USD,2019Q1,2019Q1,A,18409.7665
014225,20190630,2019,2,INDL,C,D,STD,FAST,USD,2019Q2,2019Q2,A,18687.0082
014225,20190930,2019,3,INDL,C,D,STD,FAST,USD,2019Q3,2019Q3,A,18737.0944
014225,20191231,2019,4,INDL,C,D,STD,FAST,USD,2019Q4,2019Q4,A,21214.0666
014225,20200331,2020,1,INDL,C,D,STD,FAST,USD,2020Q1,2020Q1,A,17900.5625
014225,20200630,2020,2,INDL,C,D,STD,FAST,USD,2020Q2,2020Q2,A,24571.7816
014225,20200930,2020,3,INDL,C,D,STD,FAST,USD,2020Q3,2020Q3,A,25883.9145
014282,20100331,2010,1,INDL,C,D,STD,APH,USD,2010Q1,2010Q1,A,7341.0600
014282,20100630,2010,2,INDL,C,D,STD,APH,USD,2010Q2,2010Q2,A,6834.7200
014282,20100930,2010,3,INDL,C,D,STD,APH,USD,2010Q3,2010Q3,A,8571.5000
014282,20101231,2010,4,INDL,C,D,STD,APH,USD,2010Q4,2010Q4,A,9265.5818
014282,20110331,2011,1,INDL,C,D,STD,APH,USD,2011Q1,2011Q1,A,9387.7140
014282,20110630,2011,2,INDL,C,D,STD,APH,USD,2011Q2,2011Q2,A,9178.3000
014282,20110930,2011,3,INDL,C,D,STD,APH,USD,2011Q3,2011Q3,A,6727.0500
014282,20111231,2011,4,INDL,C,D,STD,APH,USD,2011Q4,2011Q4,A,7404.1076
014282,20120331,2012,1,INDL,C,D,STD,APH,USD,2012Q1,2012Q1,A,9742.5100
014282,20120630,2012,2,INDL,C,D,STD,APH,USD,2012Q2,2012Q2,A,8842.1200
014282,20120930,2012,3,INDL,C,D,STD,APH,USD,2012Q3,2012Q3,A,9538.5600
014282,20121231,2012,4,INDL,C,D,STD,APH,USD,2012Q4,2012Q4,A,10342.8126
014282,20130331,2013,1,INDL,C,D,STD,APH,USD,2013Q1,2013Q1,A,11944.0000
014282,20130630,2013,2,INDL,C,D,STD,APH,USD,2013Q2,2013Q2,A,12470.4000
014282,20130930,2013,3,INDL,C,D,STD,APH,USD,2013Q3,2013Q3,A,12226.0400
014282,20131231,2013,4,INDL,C,D,STD,APH,USD,2013Q4,2013Q4,A,14108.8111
014282,20140331,2014,1,INDL,C,D,STD,APH,USD,2014Q1,2014Q1,A,14389.0500
014282,20140630,2014,2,INDL,C,D,STD,APH,USD,2014Q2,2014Q2,A,15125.3800
014282,20140930,2014,3,INDL,C,D,STD,APH,USD,2014Q3,2014Q3,A,15578.1600
014282,20141231,2014,4,INDL,C,D,STD,APH,USD,2014Q4,2014Q4,A,16674.9119
014282,20150331,2015,1,INDL,C,D,STD,APH,USD,2015Q1,2015Q1,A,18232.9420
014282,20150630,2015,2,INDL,C,D,STD,APH,USD,2015Q2,2015Q2,A,17912.7300
014282,20150930,2015,3,INDL,C,D,STD,APH,USD,2015Q3,2015Q3,A,15705.8720
014282,20151231,2015,4,INDL,C,D,STD,APH,USD,2015Q4,2015Q4,A,16086.8400
014282,20160331,2016,1,INDL,C,D,STD,APH,USD,2016Q1,2016Q1,A,17791.2140
014282,20160630,2016,2,INDL,C,D,STD,APH,USD,2016Q2,2016Q2,A,17692.0380
014282,20160930,2016,3,INDL,C,D,STD,APH,USD,2016Q3,2016Q3,A,20040.8040
014282,20161231,2016,4,INDL,C,D,STD,APH,USD,2016Q4,2016Q4,A,20717.7600
014282,20170331,2017,1,INDL,C,D,STD,APH,USD,2017Q1,2017Q1,A,21735.3180
014282,20170630,2017,2,INDL,C,D,STD,APH,USD,2017Q2,2017Q2,A,22529.8640
014282,20170930,2017,3,INDL,C,D,STD,APH,USD,2017Q3,2017Q3,A,25815.2000
014282,20171231,2017,4,INDL,C,D,STD,APH,USD,2017Q4,2017Q4,A,26840.4600
014282,20180331,2018,1,INDL,C,D,STD,APH,USD,2018Q1,2018Q1,A,26019.8730
014282,20180630,2018,2,INDL,C,D,STD,APH,USD,2018Q2,2018Q2,A,26118.8550
014282,20180930,2018,3,INDL,C,D,STD,APH,USD,2018Q3,2018Q3,A,28328.2260
014282,20181231,2018,4,INDL,C,D,STD,APH,USD,2018Q4,2018Q4,A,24184.4700
014282,20190331,2019,1,INDL,C,D,STD,APH,USD,2019Q1,2019Q1,A,28143.1200
014282,20190630,2019,2,INDL,C,D,STD,APH,USD,2019Q2,2019Q2,A,28513.3680
014282,20190930,2019,3,INDL,C,D,STD,APH,USD,2019Q3,2019Q3,A,28573.6500
014282,20191231,2019,4,INDL,C,D,STD,APH,USD,2019Q4,2019Q4,A,32241.7170
014282,20200331,2020,1,INDL,C,D,STD,APH,USD,2020Q1,2020Q1,A,21565.1920
014282,20200630,2020,2,INDL,C,D,STD,APH,USD,2020Q2,2020Q2,A,28580.1230
014282,20200930,2020,3,INDL,C,D,STD,APH,USD,2020Q3,2020Q3,A,32307.7680
014359,20100331,2010,1,INDL,C,D,STD,PXD,USD,2010Q1,2010Q1,A,6480.7987
014359,20100630,2010,2,INDL,C,D,STD,PXD,USD,2010Q2,2010Q2,A,6845.7270
014359,20100930,2010,3,INDL,C,D,STD,PXD,USD,2010Q3,2010Q3,A,7495.6179
014359,20101231,2010,4,INDL,C,D,STD,PXD,USD,2010Q4,2010Q4,A,10011.0406
014359,20110331,2011,1,INDL,C,D,STD,PXD,USD,2011Q1,2011Q1,A,11842.4925
014359,20110630,2011,2,INDL,C,D,STD,PXD,USD,2011Q2,2011Q2,A,10411.9751
014359,20110930,2011,3,INDL,C,D,STD,PXD,USD,2011Q3,2011Q3,A,7652.3395
014359,20111231,2011,4,INDL,C,D,STD,PXD,USD,2011Q4,2011Q4,A,10903.6749
014359,20120331,2012,1,INDL,C,D,STD,PXD,USD,2012Q1,2012Q1,A,13728.2482
014359,20120630,2012,2,INDL,C,D,STD,PXD,USD,2012Q2,2012Q2,A,10853.0056
014359,20120930,2012,3,INDL,C,D,STD,PXD,USD,2012Q3,2012Q3,A,12865.4208
014359,20121231,2012,4,INDL,C,D,STD,PXD,USD,2012Q4,2012Q4,A,13148.5160
014359,20130331,2013,1,INDL,C,D,STD,PXD,USD,2013Q1,2013Q1,A,16955.4035
014359,20130630,2013,2,INDL,C,D,STD,PXD,USD,2013Q2,2013Q2,A,20054.3888
014359,20130930,2013,3,INDL,C,D,STD,PXD,USD,2013Q3,2013Q3,A,26180.3296
014359,20131231,2013,4,INDL,C,D,STD,PXD,USD,2013Q4,2013Q4,A,26253.5360
014359,20140331,2014,1,INDL,C,D,STD,PXD,USD,2014Q1,2014Q1,A,26761.0200
014359,20140630,2014,2,INDL,C,D,STD,PXD,USD,2014Q2,2014Q2,A,32862.8300
014359,20140930,2014,3,INDL,C,D,STD,PXD,USD,2014Q3,2014Q3,A,28166.7100
014359,20141231,2014,4,INDL,C,D,STD,PXD,USD,2014Q4,2014Q4,A,22178.6500
014359,20150331,2015,1,INDL,C,D,STD,PXD,USD,2015Q1,2015Q1,A,24362.9900
014359,20150630,2015,2,INDL,C,D,STD,PXD,USD,2015Q2,2015Q2,A,20664.8100
014359,20150930,2015,3,INDL,C,D,STD,PXD,USD,2015Q3,2015Q3,A,18170.3399
014359,20151231,2015,4,INDL,C,D,STD,PXD,USD,2015Q4,2015Q4,A,18729.2644
014359,20160331,2016,1,INDL,C,D,STD,PXD,USD,2016Q1,2016Q1,A,23019.0122
014359,20160630,2016,2,INDL,C,D,STD,PXD,USD,2016Q2,2016Q2,A,25645.5184
014359,20160930,2016,3,INDL,C,D,STD,PXD,USD,2016Q3,2016Q3,A,31507.9611
014359,20161231,2016,4,INDL,C,D,STD,PXD,USD,2016Q4,2016Q4,A,30562.2007
014359,20170331,2017,1,INDL,C,D,STD,PXD,USD,2017Q1,2017Q1,A,31676.6056
014359,20170630,2017,2,INDL,C,D,STD,PXD,USD,2017Q2,2017Q2,A,27144.0793
014359,20170930,2017,3,INDL,C,D,STD,PXD,USD,2017Q3,2017Q3,A,25106.1441
014359,20171231,2017,4,INDL,C,D,STD,PXD,USD,2017Q4,2017Q4,A,29417.1687
014359,20180331,2018,1,INDL,C,D,STD,PXD,USD,2018Q1,2018Q1,A,29274.5758
014359,20180630,2018,2,INDL,C,D,STD,PXD,USD,2018Q2,2018Q2,A,32246.6852
014359,20180930,2018,3,INDL,C,D,STD,PXD,USD,2018Q3,2018Q3,A,29692.6016
014359,20181231,2018,4,INDL,C,D,STD,PXD,USD,2018Q4,2018Q4,A,22292.5085
014359,20190331,2019,1,INDL,C,D,STD,PXD,USD,2019Q1,2019Q1,A,25647.3022
014359,20190630,2019,2,INDL,C,D,STD,PXD,USD,2019Q2,2019Q2,A,25713.2371
014359,20190930,2019,3,INDL,C,D,STD,PXD,USD,2019Q3,2019Q3,A,20832.9201
014359,20191231,2019,4,INDL,C,D,STD,PXD,USD,2019Q4,2019Q4,A,25058.8494
014359,20200331,2020,1,INDL,C,D,STD,PXD,USD,2020Q1,2020Q1,A,11565.2096
014359,20200630,2020,2,INDL,C,D,STD,PXD,USD,2020Q2,2020Q2,A,16049.7652
014359,20200930,2020,3,INDL,C,D,STD,PXD,USD,2020Q3,2020Q3,A,14137.0140
014418,20100331,2010,1,INDL,C,D,STD,MGM,USD,2010Q1,2010Q1,A,5295.1200
014418,20100630,2010,2,INDL,C,D,STD,MGM,USD,2010Q2,2010Q2,A,4254.2766
014418,20100930,2010,3,INDL,C,D,STD,MGM,USD,2010Q3,2010Q3,A,5012.1552
014418,20101231,2010,4,INDL,C,D,STD,MGM,USD,2010Q4,2010Q4,A,7254.4181
014418,20110331,2011,1,INDL,C,D,STD,MGM,USD,2011Q1,2011Q1,A,6424.8533
014418,20110630,2011,2,INDL,C,D,STD,MGM,USD,2011Q2,2011Q2,A,6454.7627
014418,20110930,2011,3,INDL,C,D,STD,MGM,USD,2011Q3,2011Q3,A,4539.4935
014418,20111231,2011,4,INDL,C,D,STD,MGM,USD,2011Q4,2011Q4,A,5098.5491
014418,20120331,2012,1,INDL,C,D,STD,MGM,USD,2012Q1,2012Q1,A,6659.0495
014418,20120630,2012,2,INDL,C,D,STD,MGM,USD,2012Q2,2012Q2,A,5456.5704
014418,20120930,2012,3,INDL,C,D,STD,MGM,USD,2012Q3,2012Q3,A,5256.2770
014418,20121231,2012,4,INDL,C,D,STD,MGM,USD,2012Q4,2012Q4,A,5694.6838
014418,20130331,2013,1,INDL,C,D,STD,MGM,USD,2013Q1,2013Q1,A,6435.3339
014418,20130630,2013,2,INDL,C,D,STD,MGM,USD,2013Q2,2013Q2,A,7236.2437
014418,20130930,2013,3,INDL,C,D,STD,MGM,USD,2013Q3,2013Q3,A,10011.7982
014418,20131231,2013,4,INDL,C,D,STD,MGM,USD,2013Q4,2013Q4,A,11533.2907
014418,20140331,2014,1,INDL,C,D,STD,MGM,USD,2014Q1,2014Q1,A,12687.1487
014418,20140630,2014,2,INDL,C,D,STD,MGM,USD,2014Q2,2014Q2,A,12954.8232
014418,20140930,2014,3,INDL,C,D,STD,MGM,USD,2014Q3,2014Q3,A,11182.4742
014418,20141231,2014,4,INDL,C,D,STD,MGM,USD,2014Q4,2014Q4,A,10503.8230
014418,20150331,2015,1,INDL,C,D,STD,MGM,USD,2015Q1,2015Q1,A,10332.7961
014418,20150630,2015,2,INDL,C,D,STD,MGM,USD,2015Q2,2015Q2,A,10276.3925
014418,20150930,2015,3,INDL,C,D,STD,MGM,USD,2015Q3,2015Q3,A,10391.2799
014418,20151231,2015,4,INDL,C,D,STD,MGM,USD,2015Q4,2015Q4,A,12833.1421
014418,20160331,2016,1,INDL,C,D,STD,MGM,USD,2016Q1,2016Q1,A,12116.6874
014418,20160630,2016,2,INDL,C,D,STD,MGM,USD,2016Q2,2016Q2,A,12799.7996
014418,20160930,2016,3,INDL,C,D,STD,MGM,USD,2016Q3,2016Q3,A,14910.8951
014418,20161231,2016,4,INDL,C,D,STD,MGM,USD,2016Q4,2016Q4,A,16551.9949
014418,20170331,2017,1,INDL,C,D,STD,MGM,USD,2017Q1,2017Q1,A,15740.3684
014418,20170630,2017,2,INDL,C,D,STD,MGM,USD,2017Q2,2017Q2,A,17992.0316
014418,20170930,2017,3,INDL,C,D,STD,MGM,USD,2017Q3,2017Q3,A,18429.4495
014418,20171231,2017,4,INDL,C,D,STD,MGM,USD,2017Q4,2017Q4,A,18907.9556
014418,20180331,2018,1,INDL,C,D,STD,MGM,USD,2018Q1,2018Q1,A,19498.0504
014418,20180630,2018,2,INDL,C,D,STD,MGM,USD,2018Q2,2018Q2,A,15614.2790
014418,20180930,2018,3,INDL,C,D,STD,MGM,USD,2018Q3,2018Q3,A,14846.3617
014418,20181231,2018,4,INDL,C,D,STD,MGM,USD,2018Q4,2018Q4,A,12796.6648
014418,20190331,2019,1,INDL,C,D,STD,MGM,USD,2019Q1,2019Q1,A,13783.4230
014418,20190630,2019,2,INDL,C,D,STD,MGM,USD,2019Q2,2019Q2,A,15037.3338
014418,20190930,2019,3,INDL,C,D,STD,MGM,USD,2019Q3,2019Q3,A,14245.6961
014418,20191231,2019,4,INDL,C,D,STD,MGM,USD,2019Q4,2019Q4,A,16739.7340
014418,20200331,2020,1,INDL,C,D,STD,MGM,USD,2020Q1,2020Q1,A,5819.2290
014418,20200630,2020,2,INDL,C,D,STD,MGM,USD,2020Q2,2020Q2,A,8287.1208
014418,20200930,2020,3,INDL,C,D,STD,MGM,USD,2020Q3,2020Q3,A,10729.4273
014477,20100331,2010,1,INDL,C,D,STD,WM,USD,2010Q1,2010Q1,A,16658.6112
014477,20100630,2010,2,INDL,C,D,STD,WM,USD,2010Q2,2010Q2,A,14983.9988
014477,20100930,2010,3,INDL,C,D,STD,WM,USD,2010Q3,2010Q3,A,17002.0184
014477,20101231,2010,4,INDL,C,D,STD,WM,USD,2010Q4,2010Q4,A,17514.9460
014477,20110331,2011,1,INDL,C,D,STD,WM,USD,2011Q1,2011Q1,A,17725.5967
014477,20110630,2011,2,INDL,C,D,STD,WM,USD,2011Q2,2011Q2,A,17603.7764
014477,20110930,2011,3,INDL,C,D,STD,WM,USD,2011Q3,2011Q3,A,15016.7697
014477,20111231,2011,4,INDL,C,D,STD,WM,USD,2011Q4,2011Q4,A,15064.0017
014477,20120331,2012,1,INDL,C,D,STD,WM,USD,2012Q1,2012Q1,A,16177.4603
014477,20120630,2012,2,INDL,C,D,STD,WM,USD,2012Q2,2012Q2,A,15464.1332
014477,20120930,2012,3,INDL,C,D,STD,WM,USD,2012Q3,2012Q3,A,14880.8534
014477,20121231,2012,4,INDL,C,D,STD,WM,USD,2012Q4,2012Q4,A,15662.7828
014477,20130331,2013,1,INDL,C,D,STD,WM,USD,2013Q1,2013Q1,A,18292.5237
014477,20130630,2013,2,INDL,C,D,STD,WM,USD,2013Q2,2013Q2,A,18880.2879
014477,20130930,2013,3,INDL,C,D,STD,WM,USD,2013Q3,2013Q3,A,19349.0657
014477,20131231,2013,4,INDL,C,D,STD,WM,USD,2013Q4,2013Q4,A,20834.0384
014477,20140331,2014,1,INDL,C,D,STD,WM,USD,2014Q1,2014Q1,A,19575.0027
014477,20140630,2014,2,INDL,C,D,STD,WM,USD,2014Q2,2014Q2,A,20839.0808
014477,20140930,2014,3,INDL,C,D,STD,WM,USD,2014Q3,2014Q3,A,21761.7056
014477,20141231,2014,4,INDL,C,D,STD,WM,USD,2014Q4,2014Q4,A,23532.1188
014477,20150331,2015,1,INDL,C,D,STD,WM,USD,2015Q1,2015Q1,A,24824.2706
014477,20150630,2015,2,INDL,C,D,STD,WM,USD,2015Q2,2015Q2,A,20942.9231
014477,20150930,2015,3,INDL,C,D,STD,WM,USD,2015Q3,2015Q3,A,22238.4217
014477,20151231,2015,4,INDL,C,D,STD,WM,USD,2015Q4,2015Q4,A,23865.8365
014477,20160331,2016,1,INDL,C,D,STD,WM,USD,2016Q1,2016Q1,A,26238.6570
014477,20160630,2016,2,INDL,C,D,STD,WM,USD,2016Q2,2016Q2,A,29274.2423
014477,20160930,2016,3,INDL,C,D,STD,WM,USD,2016Q3,2016Q3,A,28181.7287
014477,20161231,2016,4,INDL,C,D,STD,WM,USD,2016Q4,2016Q4,A,31151.8976
014477,20170331,2017,1,INDL,C,D,STD,WM,USD,2017Q1,2017Q1,A,32223.7855
014477,20170630,2017,2,INDL,C,D,STD,WM,USD,2017Q2,2017Q2,A,32252.8019
014477,20170930,2017,3,INDL,C,D,STD,WM,USD,2017Q3,2017Q3,A,33985.3036
014477,20171231,2017,4,INDL,C,D,STD,WM,USD,2017Q4,2017Q4,A,37395.3434
014477,20180331,2018,1,INDL,C,D,STD,WM,USD,2018Q1,2018Q1,A,36320.5765
014477,20180630,2018,2,INDL,C,D,STD,WM,USD,2018Q2,2018Q2,A,34844.1852
014477,20180930,2018,3,INDL,C,D,STD,WM,USD,2018Q3,2018Q3,A,38595.0150
014477,20181231,2018,4,INDL,C,D,STD,WM,USD,2018Q4,2018Q4,A,37730.2472
014477,20190331,2019,1,INDL,C,D,STD,WM,USD,2019Q1,2019Q1,A,44133.2787
014477,20190630,2019,2,INDL,C,D,STD,WM,USD,2019Q2,2019Q2,A,48893.8060
014477,20190930,2019,3,INDL,C,D,STD,WM,USD,2019Q3,2019Q3,A,48778.4000
014477,20191231,2019,4,INDL,C,D,STD,WM,USD,2019Q4,2019Q4,A,48356.1910
014477,20200331,2020,1,INDL,C,D,STD,WM,USD,2020Q1,2020Q1,A,39059.8572
014477,20200630,2020,2,INDL,C,D,STD,WM,USD,2020Q2,2020Q2,A,44711.3892
014477,20200930,2020,3,INDL,C,D,STD,WM,USD,2020Q3,2020Q3,A,47824.1708
014590,20100331,2010,1,INDL,C,D,STD,FCX,USD,2010Q1,2010Q1,A,36005.7400
014590,20100630,2010,2,INDL,C,D,STD,FCX,USD,2010Q2,2010Q2,A,27791.1000
014590,20100930,2010,3,INDL,C,D,STD,FCX,USD,2010Q3,2010Q3,A,40218.6900
014590,20101231,2010,4,INDL,C,D,STD,FCX,USD,2010Q4,2010Q4,A,56742.5250
014590,20110331,2011,1,INDL,C,D,STD,FCX,USD,2011Q1,2011Q1,A,52605.8500
014590,20110630,2011,2,INDL,C,D,STD,FCX,USD,2011Q2,2011Q2,A,50149.2000
014590,20110930,2011,3,INDL,C,D,STD,FCX,USD,2011Q3,2011Q3,A,28866.6000
014590,20111231,2011,4,INDL,C,D,STD,FCX,USD,2011Q4,2011Q4,A,34876.9200
014590,20120331,2012,1,INDL,C,D,STD,FCX,USD,2012Q1,2012Q1,A,36099.9600
014590,20120630,2012,2,INDL,C,D,STD,FCX,USD,2012Q2,2012Q2,A,32332.4300
014590,20120930,2012,3,INDL,C,D,STD,FCX,USD,2012Q3,2012Q3,A,37561.4200
014590,20121231,2012,4,INDL,C,D,STD,FCX,USD,2012Q4,2012Q4,A,32455.8000
014590,20130331,2013,1,INDL,C,D,STD,FCX,USD,2013Q1,2013Q1,A,31445.0000
014590,20130630,2013,2,INDL,C,D,STD,FCX,USD,2013Q2,2013Q2,A,28659.1800
