gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,costat,mkvaltq
001045,20100331,2010,1,INDL,C,D,STD,AAL,USD,2010Q1,2010Q1,A,3034.1766
001045,20100630,2010,2,INDL,C,D,STD,AAL,USD,2010Q2,2010Q2,A,2258.1468
001045,20100930,2010,3,INDL,C,D,STD,AAL,USD,2010Q3,2010Q3,A,2088.2862
001045,20101231,2010,4,INDL,C,D,STD,AAL,USD,2010Q4,2010Q4,A,2597.5755
001045,20110331,2011,1,INDL,C,D,STD,AAL,USD,2011Q1,2011Q1,A,2151.5676
001045,20110630,2011,2,INDL,C,D,STD,AAL,USD,2011Q2,2011Q2,A,1809.3240
001045,20110930,2011,3,INDL,C,D,STD,AAL,USD,2011Q3,2011Q3,A,991.7776
001045,20111231,2011,4,INDL,C,D,STD,AAL,USD,2011Q4,2011Q4,A,117.3438
001045,20120331,2012,1,INDL,C,D,STD,AAL,USD,2012Q1,2012Q1,A,164.8495
001045,20120630,2012,2,INDL,C,D,STD,AAL,USD,2012Q2,2012Q2,A,183.9479
001045,20120930,2012,3,INDL,C,D,STD,AAL,USD,2012Q3,2012Q3,A,122.2969
001045,20121231,2012,4,INDL,C,D,STD,AAL,USD,2012Q4,2012Q4,A,266.5571
001045,20130331,2013,1,INDL,C,D,STD,AAL,USD,2013Q1,2013Q1,A,1390.4990
001045,20130630,2013,2,INDL,C,D,STD,AAL,USD,2013Q2,2013Q2,A,1350.2918
001045,20130930,2013,3,INDL,C,D,STD,AAL,USD,2013Q3,2013Q3,A,1377.0966
001045,20131231,2013,4,INDL,C,D,STD,AAL,USD,2013Q4,2013Q4,A,6591.9923
001045,20140331,2014,1,INDL,C,D,STD,AAL,USD,2014Q1,2014Q1,A,23788.2798
001045,20140630,2014,2,INDL,C,D,STD,AAL,USD,2014Q2,2014Q2,A,30952.7659
001045,20140930,2014,3,INDL,C,D,STD,AAL,USD,2014Q3,2014Q3,A,25448.3138
001045,20141231,2014,4,INDL,C,D,STD,AAL,USD,2014Q4,2014Q4,A,37405.5843
001045,20150331,2015,1,INDL,C,D,STD,AAL,USD,2015Q1,2015Q1,A,36618.8168
001045,20150630,2015,2,INDL,C,D,STD,AAL,USD,2015Q2,2015Q2,A,27087.4712
001045,20150930,2015,3,INDL,C,D,STD,AAL,USD,2015Q3,2015Q3,A,24855.3936
001045,20151231,2015,4,INDL,C,D,STD,AAL,USD,2015Q4,2015Q4,A,26452.7417
001045,20160331,2016,1,INDL,C,D,STD,AAL,USD,2016Q1,2016Q1,A,24017.8346
001045,20160630,2016,2,INDL,C,D,STD,AAL,USD,2016Q2,2016Q2,A,15206.4617
001045,20160930,2016,3,INDL,C,D,STD,AAL,USD,2016Q3,2016Q3,A,19006.4842
001045,20161231,2016,4,INDL,C,D,STD,AAL,USD,2016Q4,2016Q4,A,23685.5569
001045,20170331,2017,1,INDL,C,D,STD,AAL,USD,2017Q1,2017Q1,A,20970.2250
001045,20170630,2017,2,INDL,C,D,STD,AAL,USD,2017Q2,2017Q2,A,24539.1518
001045,20170930,2017,3,INDL,C,D,STD,AAL,USD,2017Q3,2017Q3,A,22795.2000
001045,20171231,2017,4,INDL,C,D,STD,AAL,USD,2017Q4,2017Q4,A,24740.6812
001045,20180331,2018,1,INDL,C,D,STD,AAL,USD,2018Q1,2018Q1,A,24285.5844
001045,20180630,2018,2,INDL,C,D,STD,AAL,USD,2018Q2,2018Q2,A,17480.6559
001045,20180930,2018,3,INDL,C,D,STD,AAL,USD,2018Q3,2018Q3,A,19034.9035
001045,20181231,2018,4,INDL,C,D,STD,AAL,USD,2018Q4,2018Q4,A,14790.2192
001045,20190331,2019,1,INDL,C,D,STD,AAL,USD,2019Q1,2019Q1,A,14108.3002
001045,20190630,2019,2,INDL,C,D,STD,AAL,USD,2019Q2,2019Q2,A,14519.9938
001045,20190930,2019,3,INDL,C,D,STD,AAL,USD,2019Q3,2019Q3,A,11813.8040
001045,20191231,2019,4,INDL,C,D,STD,AAL,USD,2019Q4,2019Q4,A,12280.8620
001045,20200331,2020,1,INDL,C,D,STD,AAL,USD,2020Q1,2020Q1,A,5154.9925
001045,20200630,2020,2,INDL,C,D,STD,AAL,USD,2020Q2,2020Q2,A,6646.8269
001045,20200930,2020,3,INDL,C,D,STD,AAL,USD,2020Q3,2020Q3,A,6250.7432
001075,20100331,2010,1,INDL,C,D,STD,PNW,USD,2010Q1,2010Q1,A,3830.8778
001075,20100630,2010,2,INDL,C,D,STD,PNW,USD,2010Q2,2010Q2,A,3945.4600
001075,20100930,2010,3,INDL,C,D,STD,PNW,USD,2010Q3,2010Q3,A,4486.4617
001075,20101231,2010,4,INDL,C,D,STD,PNW,USD,2010Q4,2010Q4,A,4508.5165
001075,20110331,2011,1,INDL,C,D,STD,PNW,USD,2011Q1,2011Q1,A,4664.8374
001075,20110630,2011,2,INDL,C,D,STD,PNW,USD,2011Q2,2011Q2,A,4864.1684
001075,20110930,2011,3,INDL,C,D,STD,PNW,USD,2011Q3,2011Q3,A,4687.8027
001075,20111231,2011,4,INDL,C,D,STD,PNW,USD,2011Q4,2011Q4,A,5263.4723
001075,20120331,2012,1,INDL,C,D,STD,PNW,USD,2012Q1,2012Q1,A,5238.9188
001075,20120630,2012,2,INDL,C,D,STD,PNW,USD,2012Q2,2012Q2,A,5667.5996
001075,20120930,2012,3,INDL,C,D,STD,PNW,USD,2012Q3,2012Q3,A,5786.2992
001075,20121231,2012,4,INDL,C,D,STD,PNW,USD,2012Q4,2012Q4,A,5594.6981
001075,20130331,2013,1,INDL,C,D,STD,PNW,USD,2013Q1,2013Q1,A,6364.7739
001075,20130630,2013,2,INDL,C,D,STD,PNW,USD,2013Q2,2013Q2,A,6101.3117
001075,20130930,2013,3,INDL,C,D,STD,PNW,USD,2013Q3,2013Q3,A,6023.4254
001075,20131231,2013,4,INDL,C,D,STD,PNW,USD,2013Q4,2013Q4,A,5830.8314
001075,20140331,2014,1,INDL,C,D,STD,PNW,USD,2014Q1,2014Q1,A,6031.9496
001075,20140630,2014,2,INDL,C,D,STD,PNW,USD,2014Q2,2014Q2,A,6385.9409
001075,20140930,2014,3,INDL,C,D,STD,PNW,USD,2014Q3,2014Q3,A,6034.8241
001075,20141231,2014,4,INDL,C,D,STD,PNW,USD,2014Q4,2014Q4,A,7553.1050
001075,20150331,2015,1,INDL,C,D,STD,PNW,USD,2015Q1,2015Q1,A,7060.1213
001075,20150630,2015,2,INDL,C,D,STD,PNW,USD,2015Q2,2015Q2,A,6304.0378
001075,20150930,2015,3,INDL,C,D,STD,PNW,USD,2015Q3,2015Q3,A,7109.7266
001075,20151231,2015,4,INDL,C,D,STD,PNW,USD,2015Q4,2015Q4,A,7155.9904
001075,20160331,2016,1,INDL,C,D,STD,PNW,USD,2016Q1,2016Q1,A,8343.2798
001075,20160630,2016,2,INDL,C,D,STD,PNW,USD,2016Q2,2016Q2,A,9011.7644
001075,20160930,2016,3,INDL,C,D,STD,PNW,USD,2016Q3,2016Q3,A,8451.4558
001075,20161231,2016,4,INDL,C,D,STD,PNW,USD,2016Q4,2016Q4,A,8687.6261
001075,20170331,2017,1,INDL,C,D,STD,PNW,USD,2017Q1,2017Q1,A,9301.7060
001075,20170630,2017,2,INDL,C,D,STD,PNW,USD,2017Q2,2017Q2,A,9505.8147
001075,20170930,2017,3,INDL,C,D,STD,PNW,USD,2017Q3,2017Q3,A,9441.7159
001075,20171231,2017,4,INDL,C,D,STD,PNW,USD,2017Q4,2017Q4,A,9519.0354
001075,20180331,2018,1,INDL,C,D,STD,PNW,USD,2018Q1,2018Q1,A,8932.2534
001075,20180630,2018,2,INDL,C,D,STD,PNW,USD,2018Q2,2018Q2,A,9020.4643
001075,20180930,2018,3,INDL,C,D,STD,PNW,USD,2018Q3,2018Q3,A,8868.0808
001075,20181231,2018,4,INDL,C,D,STD,PNW,USD,2018Q4,2018Q4,A,9551.0904
001075,20190331,2019,1,INDL,C,D,STD,PNW,USD,2019Q1,2019Q1,A,10731.4357
001075,20190630,2019,2,INDL,C,D,STD,PNW,USD,2019Q2,2019Q2,A,10566.5893
001075,20190930,2019,3,INDL,C,D,STD,PNW,USD,2019Q3,2019Q3,A,10905.4262
001075,20191231,2019,4,INDL,C,D,STD,PNW,USD,2019Q4,2019Q4,A,10111.3695
001075,20200331,2020,1,INDL,C,D,STD,PNW,USD,2020Q1,2020Q1,A,8525.7687
001075,20200630,2020,2,INDL,C,D,STD,PNW,USD,2020Q2,2020Q2,A,8249.1560
001075,20200930,2020,3,INDL,C,D,STD,PNW,USD,2020Q3,2020Q3,A,8393.5845
001078,20100331,2010,1,INDL,C,D,STD,ABT,USD,2010Q1,2010Q1,A,81315.0042
001078,20100630,2010,2,INDL,C,D,STD,ABT,USD,2010Q2,2010Q2,A,72229.6766
001078,20100930,2010,3,INDL,C,D,STD,ABT,USD,2010Q3,2010Q3,A,80753.4278
001078,20101231,2010,4,INDL,C,D,STD,ABT,USD,2010Q4,2010Q4,A,74116.0034
001078,20110331,2011,1,INDL,C,D,STD,ABT,USD,2011Q1,2011Q1,A,76237.5812
001078,20110630,2011,2,INDL,C,D,STD,ABT,USD,2011Q2,2011Q2,A,81907.0817
001078,20110930,2011,3,INDL,C,D,STD,ABT,USD,2011Q3,2011Q3,A,79665.6874
001078,20111231,2011,4,INDL,C,D,STD,ABT,USD,2011Q4,2011Q4,A,88302.4112
001078,20120331,2012,1,INDL,C,D,STD,ABT,USD,2012Q1,2012Q1,A,96433.1957
001078,20120630,2012,2,INDL,C,D,STD,ABT,USD,2012Q2,2012Q2,A,101174.9630
001078,20120930,2012,3,INDL,C,D,STD,ABT,USD,2012Q3,2012Q3,A,108370.5981
001078,20121231,2012,4,INDL,C,D,STD,ABT,USD,2012Q4,2012Q4,A,103271.6885
001078,20130331,2013,1,INDL,C,D,STD,ABT,USD,2013Q1,2013Q1,A,55059.1118
001078,20130630,2013,2,INDL,C,D,STD,ABT,USD,2013Q2,2013Q2,A,54207.8800
001078,20130930,2013,3,INDL,C,D,STD,ABT,USD,2013Q3,2013Q3,A,51317.9133
001078,20131231,2013,4,INDL,C,D,STD,ABT,USD,2013Q4,2013Q4,A,59338.5963
001078,20140331,2014,1,INDL,C,D,STD,ABT,USD,2014Q1,2014Q1,A,57839.6709
001078,20140630,2014,2,INDL,C,D,STD,ABT,USD,2014Q2,2014Q2,A,61501.2891
001078,20140930,2014,3,INDL,C,D,STD,ABT,USD,2014Q3,2014Q3,A,62625.8477
001078,20141231,2014,4,INDL,C,D,STD,ABT,USD,2014Q4,2014Q4,A,67891.7357
001078,20150331,2015,1,INDL,C,D,STD,ABT,USD,2015Q1,2015Q1,A,68974.1118
001078,20150630,2015,2,INDL,C,D,STD,ABT,USD,2015Q2,2015Q2,A,73150.8443
001078,20150930,2015,3,INDL,C,D,STD,ABT,USD,2015Q3,2015Q3,A,59996.9784
001078,20151231,2015,4,INDL,C,D,STD,ABT,USD,2015Q4,2015Q4,A,66137.3852
001078,20160331,2016,1,INDL,C,D,STD,ABT,USD,2016Q1,2016Q1,A,61454.6282
001078,20160630,2016,2,INDL,C,D,STD,ABT,USD,2016Q2,2016Q2,A,57785.5035
001078,20160930,2016,3,INDL,C,D,STD,ABT,USD,2016Q3,2016Q3,A,62263.9899
001078,20161231,2016,4,INDL,C,D,STD,ABT,USD,2016Q4,2016Q4,A,56572.8983
001078,20170331,2017,1,INDL,C,D,STD,ABT,USD,2017Q1,2017Q1,A,77063.4295
001078,20170630,2017,2,INDL,C,D,STD,ABT,USD,2017Q2,2017Q2,A,84457.1042
001078,20170930,2017,3,INDL,C,D,STD,ABT,USD,2017Q3,2017Q3,A,92878.4694
001078,20171231,2017,4,INDL,C,D,STD,ABT,USD,2017Q4,2017Q4,A,99507.3661
001078,20180331,2018,1,INDL,C,D,STD,ABT,USD,2018Q1,2018Q1,A,105051.0250
001078,20180630,2018,2,INDL,C,D,STD,ABT,USD,2018Q2,2018Q2,A,106995.9158
001078,20180930,2018,3,INDL,C,D,STD,ABT,USD,2018Q3,2018Q3,A,128844.5889
001078,20181231,2018,4,INDL,C,D,STD,ABT,USD,2018Q4,2018Q4,A,126983.9223
001078,20190331,2019,1,INDL,C,D,STD,ABT,USD,2019Q1,2019Q1,A,141028.6291
001078,20190630,2019,2,INDL,C,D,STD,ABT,USD,2019Q2,2019Q2,A,148638.1718
001078,20190930,2019,3,INDL,C,D,STD,ABT,USD,2019Q3,2019Q3,A,147966.7135
001078,20191231,2019,4,INDL,C,D,STD,ABT,USD,2019Q4,2019Q4,A,153091.0106
001078,20200331,2020,1,INDL,C,D,STD,ABT,USD,2020Q1,2020Q1,A,139579.5590
001078,20200630,2020,2,INDL,C,D,STD,ABT,USD,2020Q2,2020Q2,A,161879.5579
001078,20200930,2020,3,INDL,C,D,STD,ABT,USD,2020Q3,2020Q3,A,192886.1565
001161,20100331,2010,1,INDL,C,D,STD,AMD,USD,2010Q1,2010Q1,A,6229.4400
001161,20100630,2010,2,INDL,C,D,STD,AMD,USD,2010Q2,2010Q2,A,4933.6800
001161,20100930,2010,3,INDL,C,D,STD,AMD,USD,2010Q3,2010Q3,A,4841.9100
001161,20101231,2010,4,INDL,C,D,STD,AMD,USD,2010Q4,2010Q4,A,5586.9400
001161,20110331,2011,1,INDL,C,D,STD,AMD,USD,2011Q1,2011Q1,A,5908.2000
001161,20110630,2011,2,INDL,C,D,STD,AMD,USD,2011Q2,2011Q2,A,4830.0900
001161,20110930,2011,3,INDL,C,D,STD,AMD,USD,2011Q3,2011Q3,A,3540.7600
001161,20111231,2011,4,INDL,C,D,STD,AMD,USD,2011Q4,2011Q4,A,3769.2000
001161,20120331,2012,1,INDL,C,D,STD,AMD,USD,2012Q1,2012Q1,A,5614.0000
001161,20120630,2012,2,INDL,C,D,STD,AMD,USD,2012Q2,2012Q2,A,4051.1100
001161,20120930,2012,3,INDL,C,D,STD,AMD,USD,2012Q3,2012Q3,A,2399.4400
001161,20121231,2012,4,INDL,C,D,STD,AMD,USD,2012Q4,2012Q4,A,1711.2000
001161,20130331,2013,1,INDL,C,D,STD,AMD,USD,2013Q1,2013Q1,A,1820.7000
001161,20130630,2013,2,INDL,C,D,STD,AMD,USD,2013Q2,2013Q2,A,2937.6000
001161,20130930,2013,3,INDL,C,D,STD,AMD,USD,2013Q3,2013Q3,A,2754.6300
001161,20131231,2013,4,INDL,C,D,STD,AMD,USD,2013Q4,2013Q4,A,2805.7500
001161,20140331,2014,1,INDL,C,D,STD,AMD,USD,2014Q1,2014Q1,A,3055.6200
001161,20140630,2014,2,INDL,C,D,STD,AMD,USD,2014Q2,2014Q2,A,3205.3500
001161,20140930,2014,3,INDL,C,D,STD,AMD,USD,2014Q3,2014Q3,A,2642.7500
001161,20141231,2014,4,INDL,C,D,STD,AMD,USD,2014Q4,2014Q4,A,2071.9200
001161,20150331,2015,1,INDL,C,D,STD,AMD,USD,2015Q1,2015Q1,A,2085.0400
001161,20150630,2015,2,INDL,C,D,STD,AMD,USD,2015Q2,2015Q2,A,1869.6000
001161,20150930,2015,3,INDL,C,D,STD,AMD,USD,2015Q3,2015Q3,A,1358.8000
001161,20151231,2015,4,INDL,C,D,STD,AMD,USD,2015Q4,2015Q4,A,2273.0400
001161,20160331,2016,1,INDL,C,D,STD,AMD,USD,2016Q1,2016Q1,A,2260.0500
001161,20160630,2016,2,INDL,C,D,STD,AMD,USD,2016Q2,2016Q2,A,4086.3000
001161,20160930,2016,3,INDL,C,D,STD,AMD,USD,2016Q3,2016Q3,A,6398.6600
001161,20161231,2016,4,INDL,C,D,STD,AMD,USD,2016Q4,2016Q4,A,10602.9000
001161,20170331,2017,1,INDL,C,D,STD,AMD,USD,2017Q1,2017Q1,A,13706.1000
001161,20170630,2017,2,INDL,C,D,STD,AMD,USD,2017Q2,2017Q2,A,11818.5600
001161,20170930,2017,3,INDL,C,D,STD,AMD,USD,2017Q3,2017Q3,A,12303.7500
001161,20171231,2017,4,INDL,C,D,STD,AMD,USD,2017Q4,2017Q4,A,9940.7600
001161,20180331,2018,1,INDL,C,D,STD,AMD,USD,2018Q1,2018Q1,A,9738.4500
001161,20180630,2018,2,INDL,C,D,STD,AMD,USD,2018Q2,2018Q2,A,14615.2500
001161,20180930,2018,3,INDL,C,D,STD,AMD,USD,2018Q3,2018Q3,A,30859.1100
001161,20181231,2018,4,INDL,C,D,STD,AMD,USD,2018Q4,2018Q4,A,18552.3000
001161,20190331,2019,1,INDL,C,D,STD,AMD,USD,2019Q1,2019Q1,A,27612.6400
001161,20190630,2019,2,INDL,C,D,STD,AMD,USD,2019Q2,2019Q2,A,32981.8200
001161,20190930,2019,3,INDL,C,D,STD,AMD,USD,2019Q3,2019Q3,A,32294.8600
001161,20191231,2019,4,INDL,C,D,STD,AMD,USD,2019Q4,2019Q4,A,53656.2000
001161,20200331,2020,1,INDL,C,D,STD,AMD,USD,2020Q1,2020Q1,A,53257.0800
001161,20200630,2020,2,INDL,C,D,STD,AMD,USD,2020Q2,2020Q2,A,61764.1400
001161,20200930,2020,3,INDL,C,D,STD,AMD,USD,2020Q3,2020Q3,A,98551.9800
001177,20100331,2010,1,INDL,C,D,STD,AET,USD,2010Q1,2010Q1,I,14918.2390
001177,20100630,2010,2,INDL,C,D,STD,AET,USD,2010Q2,2010Q2,I,11011.0120
001177,20100930,2010,3,INDL,C,D,STD,AET,USD,2010Q3,2010Q3,I,12647.1610
001177,20101231,2010,4,INDL,C,D,STD,AET,USD,2010Q4,2010Q4,I,11728.0440
001177,20110331,2011,1,INDL,C,D,STD,AET,USD,2011Q1,2011Q1,I,14204.6850
001177,20110630,2011,2,INDL,C,D,STD,AET,USD,2011Q2,2011Q2,I,16441.1610
001177,20110930,2011,3,INDL,C,D,STD,AET,USD,2011Q3,2011Q3,I,13165.9820
001177,20111231,2011,4,INDL,C,D,STD,AET,USD,2011Q4,2011Q4,I,14753.8430
001177,20120331,2012,1,INDL,C,D,STD,AET,USD,2012Q1,2012Q1,I,17425.5840
001177,20120630,2012,2,INDL,C,D,STD,AET,USD,2012Q2,2012Q2,I,12956.9340
001177,20120930,2012,3,INDL,C,D,STD,AET,USD,2012Q3,2012Q3,I,13246.2000
001177,20121231,2012,4,INDL,C,D,STD,AET,USD,2012Q4,2012Q4,I,15171.1560
001177,20130331,2013,1,INDL,C,D,STD,AET,USD,2013Q1,2013Q1,I,16663.2670
001177,20130630,2013,2,INDL,C,D,STD,AET,USD,2013Q2,2013Q2,I,23643.2340
001177,20130930,2013,3,INDL,C,D,STD,AET,USD,2013Q3,2013Q3,I,23527.3500
001177,20131231,2013,4,INDL,C,D,STD,AET,USD,2013Q4,2013Q4,I,24843.2980
001177,20140331,2014,1,INDL,C,D,STD,AET,USD,2014Q1,2014Q1,I,26794.2780
001177,20140630,2014,2,INDL,C,D,STD,AET,USD,2014Q2,2014Q2,I,28750.9680
001177,20140930,2014,3,INDL,C,D,STD,AET,USD,2014Q3,2014Q3,I,28487.7000
001177,20141231,2014,4,INDL,C,D,STD,AET,USD,2014Q4,2014Q4,I,31072.7340
001177,20150331,2015,1,INDL,C,D,STD,AET,USD,2015Q1,2015Q1,I,37200.2760
001177,20150630,2015,2,INDL,C,D,STD,AET,USD,2015Q2,2015Q2,I,44432.5560
001177,20150930,2015,3,INDL,C,D,STD,AET,USD,2015Q3,2015Q3,I,38151.2670
001177,20151231,2015,4,INDL,C,D,STD,AET,USD,2015Q4,2015Q4,I,37787.9400
001177,20160331,2016,1,INDL,C,D,STD,AET,USD,2016Q1,2016Q1,I,39389.9100
001177,20160630,2016,2,INDL,C,D,STD,AET,USD,2016Q2,2016Q2,I,42843.2040
001177,20160930,2016,3,INDL,C,D,STD,AET,USD,2016Q3,2016Q3,I,40511.4050
001177,20161231,2016,4,INDL,C,D,STD,AET,USD,2016Q4,2016Q4,I,43614.3170
001177,20170331,2017,1,INDL,C,D,STD,AET,USD,2017Q1,2017Q1,I,42308.3350
001177,20170630,2017,2,INDL,C,D,STD,AET,USD,2017Q2,2017Q2,I,50422.7430
001177,20170930,2017,3,INDL,C,D,STD,AET,USD,2017Q3,2017Q3,I,51853.1610
001177,20171231,2017,4,INDL,C,D,STD,AET,USD,2017Q4,2017Q4,I,58951.4520
001177,20180331,2018,1,INDL,C,D,STD,AET,USD,2018Q1,2018Q1,I,55279.9000
001177,20180630,2018,2,INDL,C,D,STD,AET,USD,2018Q2,2018Q2,I,60077.9000
001177,20180930,2018,3,INDL,C,D,STD,AET,USD,2018Q3,2018Q3,I,66413.0900
001209,20100331,2010,2,INDL,C,D,STD,APD,USD,2010Q1,2010Q2,A,15703.5044
001209,20100630,2010,3,INDL,C,D,STD,APD,USD,2010Q2,2010Q3,A,13774.5230
001209,20100930,2010,4,INDL,C,D,STD,APD,USD,2010Q3,2010Q4,A,17707.1645
001209,20101231,2011,1,INDL,C,D,STD,APD,USD,2010Q4,2011Q1,A,19546.9740
001209,20110331,2011,2,INDL,C,D,STD,APD,USD,2011Q1,2011Q2,A,19108.8715
001209,20110630,2011,3,INDL,C,D,STD,APD,USD,2011Q2,2011Q3,A,20371.2521
001209,20110930,2011,4,INDL,C,D,STD,APD,USD,2011Q3,2011Q4,A,16051.8285
001209,20111231,2012,1,INDL,C,D,STD,APD,USD,2011Q4,2012Q1,A,17941.5251
001209,20120331,2012,2,INDL,C,D,STD,APD,USD,2012Q1,2012Q2,A,19409.4576
001209,20120630,2012,3,INDL,C,D,STD,APD,USD,2012Q2,2012Q3,A,17091.1061
001209,20120930,2012,4,INDL,C,D,STD,APD,USD,2012Q3,2012Q4,A,17571.7652
001209,20121231,2013,1,INDL,C,D,STD,APD,USD,2012Q4,2013Q1,A,17444.6525
001209,20130331,2013,2,INDL,C,D,STD,APD,USD,2013Q1,2013Q2,A,18149.7967
001209,20130630,2013,3,INDL,C,D,STD,APD,USD,2013Q2,2013Q3,A,19197.2842
001209,20130930,2013,4,INDL,C,D,STD,APD,USD,2013Q3,2013Q4,A,22505.3460
001209,20131231,2014,1,INDL,C,D,STD,APD,USD,2013Q4,2014Q1,A,23660.8079
001209,20140331,2014,2,INDL,C,D,STD,APD,USD,2014Q1,2014Q2,A,25269.3350
001209,20140630,2014,3,INDL,C,D,STD,APD,USD,2014Q2,2014Q3,A,27398.1179
001209,20140930,2014,4,INDL,C,D,STD,APD,USD,2014Q3,2014Q4,A,27798.5070
001209,20141231,2015,1,INDL,C,D,STD,APD,USD,2014Q4,2015Q1,A,30904.7390
001209,20150331,2015,2,INDL,C,D,STD,APD,USD,2015Q1,2015Q2,A,32489.6492
001209,20150630,2015,3,INDL,C,D,STD,APD,USD,2015Q2,2015Q3,A,29415.9871
001209,20150930,2015,4,INDL,C,D,STD,APD,USD,2015Q3,2015Q4,A,27475.5012
001209,20151231,2016,1,INDL,C,D,STD,APD,USD,2015Q4,2016Q1,A,28058.2215
001209,20160331,2016,2,INDL,C,D,STD,APD,USD,2016Q1,2016Q2,A,31126.6121
001209,20160630,2016,3,INDL,C,D,STD,APD,USD,2016Q2,2016Q3,A,30758.7620
001209,20160930,2016,4,INDL,C,D,STD,APD,USD,2016Q3,2016Q4,A,32676.5493
001209,20161231,2017,1,INDL,C,D,STD,APD,USD,2016Q4,2017Q1,A,31293.7938
001209,20170331,2017,2,INDL,C,D,STD,APD,USD,2017Q1,2017Q2,A,29455.8800
001209,20170630,2017,3,INDL,C,D,STD,APD,USD,2017Q2,2017Q3,A,31180.9284
001209,20170930,2017,4,INDL,C,D,STD,APD,USD,2017Q3,2017Q4,A,33018.2821
001209,20171231,2018,1,INDL,C,D,STD,APD,USD,2017Q4,2018Q1,A,35923.5111
001209,20180331,2018,2,INDL,C,D,STD,APD,USD,2018Q1,2018Q2,A,34858.4218
001209,20180630,2018,3,INDL,C,D,STD,APD,USD,2018Q2,2018Q3,A,34147.2286
001209,20180930,2018,4,INDL,C,D,STD,APD,USD,2018Q3,2018Q4,A,36670.1478
001209,20181231,2019,1,INDL,C,D,STD,APD,USD,2018Q4,2019Q1,A,35151.9416
001209,20190331,2019,2,INDL,C,D,STD,APD,USD,2019Q1,2019Q2,A,42036.5977
001209,20190630,2019,3,INDL,C,D,STD,APD,USD,2019Q2,2019Q3,A,49881.7614
001209,20190930,2019,4,INDL,C,D,STD,APD,USD,2019Q3,2019Q4,A,48901.2719
001209,20191231,2020,1,INDL,C,D,STD,APD,USD,2019Q4,2020Q1,A,51857.1232
001209,20200331,2020,2,INDL,C,D,STD,APD,USD,2020Q1,2020Q2,A,44084.8666
001209,20200630,2020,3,INDL,C,D,STD,APD,USD,2020Q2,2020Q3,A,53337.3067
001209,20200930,2020,4,INDL,C,D,STD,APD,USD,2020Q3,2020Q4,A,65832.1236
001230,20100331,2010,1,INDL,C,D,STD,ALK,USD,2010Q1,2010Q1,A,1473.3953
001230,20100630,2010,2,INDL,C,D,STD,ALK,USD,2010Q2,2010Q2,A,1605.1645
001230,20100930,2010,3,INDL,C,D,STD,ALK,USD,2010Q3,2010Q3,A,1834.4775
001230,20101231,2010,4,INDL,C,D,STD,ALK,USD,2010Q4,2010Q4,A,2036.5316
001230,20110331,2011,1,INDL,C,D,STD,ALK,USD,2011Q1,2011Q1,A,2275.1925
001230,20110630,2011,2,INDL,C,D,STD,ALK,USD,2011Q2,2011Q2,A,2468.8730
001230,20110930,2011,3,INDL,C,D,STD,ALK,USD,2011Q3,2011Q3,A,2006.5133
001230,20111231,2011,4,INDL,C,D,STD,ALK,USD,2011Q4,2011Q4,A,2663.8178
001230,20120331,2012,1,INDL,C,D,STD,ALK,USD,2012Q1,2012Q1,A,2550.2407
001230,20120630,2012,2,INDL,C,D,STD,ALK,USD,2012Q2,2012Q2,A,2538.9916
001230,20120930,2012,3,INDL,C,D,STD,ALK,USD,2012Q3,2012Q3,A,2459.9849
001230,20121231,2012,4,INDL,C,D,STD,ALK,USD,2012Q4,2012Q4,A,3032.5449
001230,20130331,2013,1,INDL,C,D,STD,ALK,USD,2013Q1,2013Q1,A,4508.7323
001230,20130630,2013,2,INDL,C,D,STD,ALK,USD,2013Q2,2013Q2,A,3640.4680
001230,20130930,2013,3,INDL,C,D,STD,ALK,USD,2013Q3,2013Q3,A,4361.5456
001230,20131231,2013,4,INDL,C,D,STD,ALK,USD,2013Q4,2013Q4,A,5043.8940
001230,20140331,2014,1,INDL,C,D,STD,ALK,USD,2014Q1,2014Q1,A,6418.7016
001230,20140630,2014,2,INDL,C,D,STD,ALK,USD,2014Q2,2014Q2,A,6498.4735
001230,20140930,2014,3,INDL,C,D,STD,ALK,USD,2014Q3,2014Q3,A,5811.2403
001230,20141231,2014,4,INDL,C,D,STD,ALK,USD,2014Q4,2014Q4,A,7857.3046
001230,20150331,2015,1,INDL,C,D,STD,ALK,USD,2015Q1,2015Q1,A,8632.7839
001230,20150630,2015,2,INDL,C,D,STD,ALK,USD,2015Q2,2015Q2,A,8248.6508
001230,20150930,2015,3,INDL,C,D,STD,ALK,USD,2015Q3,2015Q3,A,10066.3945
001230,20151231,2015,4,INDL,C,D,STD,ALK,USD,2015Q4,2015Q4,A,10077.8393
001230,20160331,2016,1,INDL,C,D,STD,ALK,USD,2016Q1,2016Q1,A,10163.3443
001230,20160630,2016,2,INDL,C,D,STD,ALK,USD,2016Q2,2016Q2,A,7174.3332
001230,20160930,2016,3,INDL,C,D,STD,ALK,USD,2016Q3,2016Q3,A,8118.2988
001230,20161231,2016,4,INDL,C,D,STD,ALK,USD,2016Q4,2016Q4,A,10942.8934
001230,20170331,2017,1,INDL,C,D,STD,ALK,USD,2017Q1,2017Q1,A,11410.2884
001230,20170630,2017,2,INDL,C,D,STD,ALK,USD,2017Q2,2017Q2,A,11087.2450
